CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,DEFENSE_CATEGORY,SEASON_TYPE,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT
1627826,Ivica Zubac,1610612746,LAC,C,27.0,68,68,1.0,523.0,1141.0,0.458,0.497,-0.039,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631094,Paolo Banchero,1610612753,ORL,F,21.0,80,80,1.0,546.0,1131.0,0.483,0.482,0.0,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629655,Daniel Gafford,1610612742,DAL,F-C,25.0,73,73,1.0,550.0,1126.0,0.488,0.503,-0.015,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627783,Pascal Siakam,1610612754,IND,F,30.0,80,80,1.0,554.0,1107.0,0.5,0.476,0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631110,Jeremy Sochan,1610612759,SAS,F,21.0,74,74,1.0,532.0,1106.0,0.481,0.482,-0.001,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628404,Josh Hart,1610612752,NYK,G,29.0,81,81,1.0,498.0,1092.0,0.456,0.473,-0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629029,Luka Dončić,1610612742,DAL,F-G,25.0,70,70,1.0,524.0,1087.0,0.482,0.474,0.008,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203992,Bogdan Bogdanović,1610612737,ATL,G,31.0,79,79,1.0,518.0,1082.0,0.479,0.461,0.018,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
204001,Kristaps Porziņģis,1610612738,BOS,F-C,28.0,57,57,1.0,467.0,1078.0,0.433,0.489,-0.055,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631095,Jabari Smith Jr.,1610612745,HOU,F,21.0,76,76,1.0,492.0,1077.0,0.457,0.478,-0.022,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641706,Brandon Miller,1610612766,CHA,F,21.0,74,74,1.0,536.0,1076.0,0.498,0.475,0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202331,Paul George,1610612746,LAC,F,34.0,74,74,1.0,468.0,1050.0,0.446,0.472,-0.026,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,25.0,75,75,1.0,470.0,1043.0,0.451,0.465,-0.014,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629028,Deandre Ayton,1610612757,POR,C,25.0,55,55,1.0,479.0,1019.0,0.47,0.491,-0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630567,Scottie Barnes,1610612761,TOR,F-G,22.0,60,60,1.0,501.0,1013.0,0.495,0.482,0.012,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628415,Dillon Brooks,1610612745,HOU,G-F,28.0,72,72,1.0,494.0,1012.0,0.488,0.474,0.014,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628401,Derrick White,1610612738,BOS,G,29.0,73,73,1.0,458.0,1010.0,0.453,0.47,-0.016,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626156,D'Angelo Russell,1610612747,LAL,G,28.0,76,76,1.0,491.0,1007.0,0.488,0.465,0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201950,Jrue Holiday,1610612738,BOS,G,34.0,69,69,1.0,453.0,1005.0,0.451,0.472,-0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628389,Bam Adebayo,1610612748,MIA,C-F,26.0,71,71,1.0,437.0,992.0,0.441,0.491,-0.05,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627749,Dejounte Murray,1610612737,ATL,G,27.0,78,78,1.0,501.0,989.0,0.507,0.471,0.036,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629622,Max Strus,1610612739,CLE,G-F,28.0,69,69,1.0,424.0,982.0,0.432,0.468,-0.036,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628368,De'Aaron Fox,1610612758,SAC,G,26.0,74,74,1.0,486.0,981.0,0.495,0.468,0.028,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631099,Keegan Murray,1610612758,SAC,F,23.0,77,77,1.0,476.0,975.0,0.488,0.475,0.013,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628392,Isaiah Hartenstein,1610612752,NYK,C-F,26.0,75,75,1.0,454.0,975.0,0.466,0.498,-0.032,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202685,Jonas Valančiūnas,1610612740,NOP,C,32.0,82,82,1.0,502.0,971.0,0.517,0.51,0.007,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628970,Miles Bridges,1610612766,CHA,F,26.0,69,69,1.0,465.0,969.0,0.48,0.486,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201935,James Harden,1610612746,LAC,G,34.0,72,72,1.0,467.0,969.0,0.482,0.472,0.01,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628380,Zach Collins,1610612759,SAS,F-C,26.0,69,69,1.0,487.0,968.0,0.503,0.497,0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203991,Clint Capela,1610612737,ATL,C,30.0,73,73,1.0,476.0,964.0,0.494,0.499,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627832,Fred VanVleet,1610612745,HOU,G,30.0,73,73,1.0,454.0,964.0,0.471,0.466,0.004,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627741,Buddy Hield,1610612755,PHI,G,31.0,84,84,1.0,490.0,963.0,0.509,0.466,0.042,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203084,Harrison Barnes,1610612758,SAC,F,32.0,82,82,1.0,466.0,954.0,0.488,0.483,0.005,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629023,P.J. Washington,1610612742,DAL,F,25.0,72,72,1.0,476.0,950.0,0.501,0.484,0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201942,DeMar DeRozan,1610612741,CHI,G-F,34.0,78,78,1.0,450.0,950.0,0.474,0.473,0.001,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203471,Dennis Schröder,1610612751,BKN,G,30.0,80,80,1.0,456.0,949.0,0.481,0.464,0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201142,Kevin Durant,1610612756,PHX,F,35.0,75,75,1.0,417.0,943.0,0.442,0.479,-0.037,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628969,Mikal Bridges,1610612751,BKN,G-F,27.0,81,81,1.0,434.0,931.0,0.466,0.47,-0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627936,Alex Caruso,1610612741,CHI,G,30.0,70,70,1.0,420.0,929.0,0.452,0.472,-0.02,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,24.0,66,66,1.0,426.0,912.0,0.467,0.493,-0.026,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203507,Giannis Antetokounmpo,1610612749,MIL,F,29.0,73,73,1.0,421.0,911.0,0.462,0.484,-0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629652,Luguentz Dort,1610612760,OKC,G,25.0,79,79,1.0,405.0,908.0,0.446,0.47,-0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631105,Jalen Duren,1610612765,DET,C,20.0,61,61,1.0,446.0,907.0,0.492,0.499,-0.008,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630174,Aaron Nesmith,1610612754,IND,G-F,24.0,72,72,1.0,410.0,903.0,0.454,0.476,-0.022,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629684,Grant Williams,1610612766,CHA,F,25.0,76,76,1.0,435.0,901.0,0.483,0.481,0.001,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203482,Kelly Olynyk,1610612761,TOR,F-C,33.0,78,78,1.0,471.0,900.0,0.523,0.489,0.034,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630529,Herbert Jones,1610612740,NOP,F,25.0,76,76,1.0,396.0,899.0,0.44,0.472,-0.031,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631117,Walker Kessler,1610612762,UTA,C,22.0,64,64,1.0,415.0,897.0,0.463,0.493,-0.03,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203081,Damian Lillard,1610612749,MIL,G,33.0,73,73,1.0,404.0,892.0,0.453,0.462,-0.009,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630596,Evan Mobley,1610612739,CLE,C,23.0,50,50,1.0,405.0,890.0,0.455,0.494,-0.039,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628973,Jalen Brunson,1610612752,NYK,G,27.0,77,77,1.0,442.0,888.0,0.498,0.466,0.032,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,23.0,75,75,1.0,422.0,886.0,0.476,0.464,0.012,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630208,Nick Richards,1610612766,CHA,C,26.0,67,67,1.0,471.0,879.0,0.536,0.506,0.03,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630183,Jaden McDaniels,1610612750,MIN,F,23.0,72,72,1.0,397.0,879.0,0.452,0.468,-0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626164,Devin Booker,1610612756,PHX,G,27.0,68,68,1.0,414.0,875.0,0.473,0.466,0.007,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630173,Precious Achiuwa,1610612752,NYK,F,24.0,74,74,1.0,415.0,874.0,0.475,0.486,-0.011,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202699,Tobias Harris,1610612755,PHI,F,31.0,70,70,1.0,404.0,873.0,0.463,0.48,-0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201143,Al Horford,1610612738,BOS,C-F,38.0,65,65,1.0,406.0,873.0,0.465,0.48,-0.015,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627736,Malik Beasley,1610612749,MIL,G,27.0,79,79,1.0,416.0,865.0,0.481,0.469,0.012,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628398,Kyle Kuzma,1610612764,WAS,F,28.0,70,70,1.0,426.0,865.0,0.492,0.483,0.009,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203932,Aaron Gordon,1610612743,DEN,F,28.0,72,72,1.0,374.0,865.0,0.432,0.486,-0.054,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630162,Anthony Edwards,1610612750,MIN,G,22.0,79,79,1.0,384.0,864.0,0.444,0.469,-0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630552,Jalen Johnson,1610612737,ATL,F,22.0,56,56,1.0,410.0,861.0,0.476,0.479,-0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630595,Cade Cunningham,1610612765,DET,G,22.0,62,62,1.0,424.0,855.0,0.496,0.469,0.027,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641726,Dereck Lively II,1610612742,DAL,C,20.0,55,55,1.0,410.0,851.0,0.482,0.495,-0.013,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628978,Donte DiVincenzo,1610612752,NYK,G,27.0,81,81,1.0,421.0,851.0,0.495,0.465,0.029,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630532,Franz Wagner,1610612753,ORL,F,22.0,72,72,1.0,403.0,847.0,0.476,0.472,0.004,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203468,CJ McCollum,1610612740,NOP,G,32.0,66,66,1.0,397.0,842.0,0.471,0.465,0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630194,Paul Reed,1610612755,PHI,F,25.0,82,82,1.0,427.0,841.0,0.508,0.487,0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,28.0,62,62,1.0,394.0,839.0,0.47,0.479,-0.009,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631093,Jaden Ivey,1610612765,DET,G,22.0,77,77,1.0,404.0,837.0,0.483,0.466,0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628374,Lauri Markkanen,1610612762,UTA,F-C,27.0,55,55,1.0,414.0,836.0,0.495,0.485,0.01,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629673,Jordan Poole,1610612764,WAS,G,25.0,78,78,1.0,420.0,836.0,0.502,0.463,0.039,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203954,Joel Embiid,1610612755,PHI,C-F,30.0,39,39,1.0,367.0,833.0,0.441,0.5,-0.059,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628381,John Collins,1610612762,UTA,F-C,26.0,68,68,1.0,438.0,832.0,0.526,0.488,0.038,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202695,Kawhi Leonard,1610612746,LAC,F,33.0,68,68,1.0,394.0,828.0,0.476,0.473,0.002,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630224,Jalen Green,1610612745,HOU,G,22.0,82,82,1.0,398.0,828.0,0.481,0.468,0.013,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628971,Bruce Brown,1610612761,TOR,G-F,27.0,67,67,1.0,424.0,827.0,0.513,0.475,0.038,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627750,Jamal Murray,1610612743,DEN,G,27.0,58,58,1.0,369.0,823.0,0.448,0.47,-0.022,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627777,Georges Niang,1610612739,CLE,F,31.0,81,81,1.0,395.0,821.0,0.481,0.476,0.005,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201939,Stephen Curry,1610612744,GSW,G,36.0,74,74,1.0,391.0,821.0,0.476,0.466,0.01,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630581,Josh Giddey,1610612760,OKC,G,21.0,80,80,1.0,386.0,820.0,0.471,0.463,0.007,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626171,Bobby Portis,1610612749,MIL,F,29.0,82,82,1.0,417.0,820.0,0.509,0.484,0.025,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630560,Cam Thomas,1610612751,BKN,G,22.0,65,65,1.0,401.0,814.0,0.493,0.468,0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630557,Corey Kispert,1610612764,WAS,F,25.0,80,80,1.0,401.0,813.0,0.493,0.463,0.031,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627752,Taurean Prince,1610612747,LAL,F,30.0,77,77,1.0,407.0,811.0,0.502,0.477,0.025,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630178,Tyrese Maxey,1610612755,PHI,G,23.0,70,70,1.0,369.0,805.0,0.458,0.464,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627827,Dorian Finney-Smith,1610612751,BKN,F,31.0,67,67,1.0,371.0,805.0,0.461,0.48,-0.019,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628997,Caleb Martin,1610612748,MIA,F,28.0,64,64,1.0,349.0,801.0,0.436,0.464,-0.028,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202691,Klay Thompson,1610612744,GSW,G,34.0,76,76,1.0,362.0,793.0,0.456,0.477,-0.02,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203110,Draymond Green,1610612744,GSW,F,34.0,55,55,1.0,339.0,789.0,0.43,0.495,-0.065,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629675,Naz Reid,1610612750,MIN,C-F,24.0,81,81,1.0,374.0,787.0,0.475,0.481,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641764,Brandin Podziemski,1610612744,GSW,G,21.0,72,72,1.0,381.0,785.0,0.485,0.466,0.019,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628369,Jayson Tatum,1610612738,BOS,F-G,26.0,74,74,1.0,366.0,784.0,0.467,0.475,-0.008,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626220,Royce O'Neale,1610612756,PHX,F,31.0,78,78,1.0,374.0,782.0,0.478,0.469,0.009,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629008,Michael Porter Jr.,1610612743,DEN,F,26.0,80,80,1.0,394.0,782.0,0.504,0.474,0.029,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630245,Ayo Dosunmu,1610612741,CHI,G,24.0,75,75,1.0,372.0,782.0,0.476,0.47,0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,32.0,79,79,1.0,383.0,781.0,0.49,0.467,0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203952,Andrew Wiggins,1610612744,GSW,F,29.0,71,71,1.0,367.0,780.0,0.471,0.474,-0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641718,Keyonte George,1610612762,UTA,G,20.0,75,75,1.0,385.0,778.0,0.495,0.464,0.031,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630200,Tre Jones,1610612759,SAS,G,24.0,77,77,1.0,381.0,777.0,0.49,0.46,0.031,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626179,Terry Rozier,1610612748,MIA,G,30.0,61,61,1.0,388.0,776.0,0.5,0.467,0.033,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630193,Immanuel Quickley,1610612761,TOR,G,25.0,68,68,1.0,373.0,776.0,0.481,0.465,0.016,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630228,Jonathan Kuminga,1610612744,GSW,F,21.0,74,74,1.0,355.0,773.0,0.459,0.477,-0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627751,Jakob Poeltl,1610612761,TOR,C,28.0,50,50,1.0,381.0,768.0,0.496,0.499,-0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629628,RJ Barrett,1610612761,TOR,F-G,24.0,58,58,1.0,376.0,768.0,0.49,0.473,0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630591,Jalen Suggs,1610612753,ORL,G,23.0,75,75,1.0,354.0,763.0,0.464,0.465,-0.002,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630703,Scoot Henderson,1610612757,POR,G,20.0,62,62,1.0,407.0,762.0,0.534,0.471,0.063,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203915,Spencer Dinwiddie,1610612747,LAL,G,31.0,75,75,1.0,359.0,761.0,0.472,0.466,0.005,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627759,Jaylen Brown,1610612738,BOS,G-F,27.0,70,70,1.0,338.0,755.0,0.448,0.471,-0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629627,Zion Williamson,1610612740,NOP,F,23.0,70,70,1.0,357.0,755.0,0.473,0.477,-0.004,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626172,Kevon Looney,1610612744,GSW,F,28.0,74,74,1.0,350.0,755.0,0.464,0.499,-0.035,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630583,Santi Aldama,1610612763,MEM,F-C,23.0,61,61,1.0,356.0,752.0,0.473,0.48,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201144,Mike Conley,1610612750,MIN,G,36.0,76,76,1.0,337.0,752.0,0.448,0.461,-0.013,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,25.0,82,82,1.0,324.0,746.0,0.434,0.462,-0.028,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626162,Kelly Oubre Jr.,1610612755,PHI,F-G,28.0,68,68,1.0,344.0,739.0,0.465,0.466,0.0,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630175,Cole Anthony,1610612753,ORL,G,24.0,81,81,1.0,349.0,737.0,0.474,0.459,0.014,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641717,Cason Wallace,1610612760,OKC,G,20.0,82,82,1.0,329.0,736.0,0.447,0.459,-0.012,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626192,Pat Connaughton,1610612749,MIL,G,31.0,76,76,1.0,345.0,735.0,0.469,0.459,0.01,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629640,Keldon Johnson,1610612759,SAS,F-G,24.0,69,69,1.0,362.0,735.0,0.493,0.476,0.017,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202704,Reggie Jackson,1610612743,DEN,G,34.0,81,81,1.0,358.0,732.0,0.489,0.464,0.025,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203078,Bradley Beal,1610612756,PHX,G,31.0,53,53,1.0,344.0,731.0,0.471,0.467,0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630169,Tyrese Haliburton,1610612754,IND,G,24.0,69,69,1.0,386.0,730.0,0.529,0.465,0.064,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630534,Ochai Agbaji,1610612761,TOR,G,24.0,78,78,1.0,316.0,725.0,0.436,0.465,-0.029,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1630168,Onyeka Okongwu,1610612737,ATL,F-C,23.0,55,55,1.0,363.0,712.0,0.51,0.489,0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
2544,LeBron James,1610612747,LAL,F,39.0,70,70,1.0,328.0,710.0,0.462,0.48,-0.018,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627747,Caris LeVert,1610612739,CLE,G,29.0,68,68,1.0,316.0,710.0,0.445,0.468,-0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629027,Trae Young,1610612737,ATL,G,25.0,54,54,1.0,359.0,708.0,0.507,0.461,0.046,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631114,Jalen Williams,1610612760,OKC,G-F,23.0,71,71,1.0,317.0,707.0,0.448,0.473,-0.025,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629060,Rui Hachimura,1610612747,LAL,F,26.0,68,68,1.0,341.0,707.0,0.482,0.488,-0.006,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1631212,Peyton Watson,1610612743,DEN,G,21.0,79,79,1.0,299.0,706.0,0.424,0.47,-0.046,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629012,Collin Sexton,1610612762,UTA,G,25.0,78,78,1.0,348.0,702.0,0.496,0.468,0.028,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629614,Andrew Nembhard,1610612754,IND,G-F,24.0,67,67,1.0,325.0,700.0,0.464,0.467,-0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1641739,Toumani Camara,1610612757,POR,F,24.0,70,70,1.0,348.0,699.0,0.498,0.475,0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
